rfam_acc,description,rna_type,number_seqs,number_of_columns,number_residues,average_length,percent_identity,source
RF03422,mir-637 microRNA precursor family,Gene; miRNA;,8,93,729,91.1,95,Rfam full
RF03423,mir-962 microRNA precursor family,Gene; miRNA;,4,92,368,92.0,97,Rfam full
RF03425,mir-1292 microRNA precursor family,Gene; miRNA;,8,66,527,65.9,99,Rfam full
RF03426,mir-1294 microRNA precursor family,Gene; miRNA;,8,124,950,118.8,96,Rfam full
RF03424,mir-4856 microRNA precursor family,Gene; miRNA;,3,84,252,84.0,94,Rfam full
RF03427,mir-1005 microRNA precursor family,Gene; miRNA;,4,61,242,60.5,98,Rfam full
RF03428,mir-6134 microRNA precursor family,Gene; miRNA;,11,87,957,87.0,96,Rfam full
RF01190,Small nucleolar RNA snR50,Gene; snRNA; snoRNA; CD-box;,14,105,1254,89.6,91,Rfam full
RF03429,mir-4451 microRNA precursor family,Gene; miRNA;,6,66,396,66.0,100,Rfam full
RF03430,MIR5294 microRNA precursor family,Gene; miRNA;,34,135,3792,111.5,92,Rfam full
RF03432,mir-7331 microRNA precursor family,Gene; miRNA;,6,68,408,68.0,96,Rfam full
RF03431,mir-4657 microRNA precursor family,Gene; miRNA;,37,55,1964,53.1,98,Rfam full
RF03434,mir-1246 microRNA precursor family,Gene; miRNA;,12,73,875,72.9,98,Rfam full
RF03433,mir-2576 microRNA precursor family,Gene; miRNA;,63,128,7513,119.3,94,Rfam full
RF03435,mir-726 microRNA precursor family,Gene; miRNA;,18,94,1576,87.6,84,Rfam full
RF03436,mir-759 microRNA precursor family,Gene; miRNA;,46,89,4093,89.0,98,Rfam full
RF03437,mir-2392 microRNA precursor family,Gene; miRNA;,10,85,841,84.1,95,Rfam full
RF03438,mir-1956 microRNA precursor family,Gene; miRNA;,7,65,455,65.0,99,Rfam full
RF01244,Small nucleolar RNA snR4,Gene; snRNA; snoRNA; CD-box;,40,377,7081,177.0,62,Rfam full
RF03439,mir-1791 microRNA precursor family,Gene; miRNA;,52,80,4156,79.9,92,Rfam full
RF03440,MIR4414 microRNA precursor family,Gene; miRNA;,14,146,1691,120.8,83,Rfam full
RF03441,mir-613 microRNA precursor family,Gene; miRNA;,7,91,611,87.3,97,Rfam full
RF03442,mir-4003 microRNA precursor family,Gene; miRNA;,12,60,702,58.5,91,Rfam full
RF03444,MIR5635 microRNA precursor family,Gene; miRNA;,15,182,2722,181.5,93,Rfam full
RF03445,mir-7552 microRNA precursor family,Gene; miRNA;,30,77,1874,62.5,82,Rfam full
RF03446,mir-2954 microRNA precursor family,Gene; miRNA;,46,63,2898,63.0,100,Rfam full
RF03443,mir-2131 microRNA precursor family,Gene; miRNA;,45,89,4003,89.0,95,Rfam full
RF03447,mir-1231 microRNA precursor family,Gene; miRNA;,11,86,924,84.0,88,Rfam full
RF03449,mir-6827 microRNA precursor family,Gene; miRNA;,12,55,660,55.0,96,Rfam full
RF00379,ydaO/yuaA leader,Cis-reg; riboswitch;,3865,809,635808,164.5,50,Rfam full
RF03448,mir-6131 microRNA precursor family,Gene; miRNA;,12,112,1266,105.5,92,Rfam full
RF03451,mir-3188 microRNA precursor family,Gene; miRNA;,9,86,767,85.2,96,Rfam full
RF03450,MIR1513 microRNA precursor family,Gene; miRNA;,6,91,546,91.0,93,Rfam full
RF03453,mir-1276 microRNA precursor family,Gene; miRNA;,6,82,492,82.0,99,Rfam full
RF03452,mir-3121 microRNA precursor family,Gene; miRNA;,8,77,616,77.0,100,Rfam full
RF03454,mir-1267 microRNA precursor family,Gene; miRNA;,12,80,937,78.1,94,Rfam full
RF03455,mir-9847 microRNA precursor family,Gene; miRNA;,8,75,598,74.8,96,Rfam full
RF03456,mir-724 microRNA precursor family,Gene; miRNA;,35,61,2103,60.1,94,Rfam full
RF03457,MIR173 microRNA precursor family,Gene; miRNA;,6,104,564,94.0,96,Rfam full
RF03459,mir-1890 microRNA precursor family,Gene; miRNA;,19,81,1523,80.2,88,Rfam full
RF00459,Mason-Pfizer monkey virus packaging signal,Cis-reg;,623,1127,178437,286.4,51,Rfam full
RF03458,mir-766 microRNA precursor family,Gene; miRNA;,12,108,1292,107.7,99,Rfam full
RF03460,mir-561 microRNA precursor family,Gene; miRNA;,6,81,486,81.0,99,Rfam full
RF03461,MIR842 microRNA precursor family,Gene; miRNA;,4,127,502,125.5,95,Rfam full
RF03462,mir-4677 microRNA precursor family,Gene; miRNA;,20,59,1180,59.0,97,Rfam full
RF03463,mir-3036 microRNA precursor family,Gene; miRNA;,10,58,580,58.0,94,Rfam full
RF03465,MIR9666 microRNA precursor family,Gene; miRNA;,153,145,15068,98.5,96,Rfam full
RF03466,mir-1184 microRNA precursor family,Gene; miRNA;,59,105,5844,99.1,90,Rfam full
RF03505,mir-9128 microRNA precursor family,Gene; miRNA;,13,101,1229,94.5,91,Rfam full
RF03508,mir-970 microRNA precursor family,Gene; miRNA;,64,99,4903,76.6,71,Rfam full
RF03509,mir-4660 microRNA precursor family,Gene; miRNA;,12,86,1020,85.0,96,Rfam full
RF01297,Small nucleolar RNA sR40,Gene; snRNA; snoRNA; CD-box;,4,61,243,60.8,94,Rfam full
RF03510,mir-3660 microRNA precursor family,Gene; miRNA;,37,82,3032,81.9,92,Rfam full
RF03511,mir-5444 microRNA precursor family,Gene; miRNA;,4,89,356,89.0,78,Rfam full
RF03512,mir-3479 microRNA precursor family,Gene; miRNA;,11,74,814,74.0,96,Rfam full
RF03514,mir-6128 microRNA precursor family,Gene; miRNA;,11,64,704,64.0,99,Rfam full
RF03517,MIR5225 microRNA precursor family,Gene; miRNA;,20,134,2255,112.8,67,Rfam full
RF03518,mir-1893 microRNA precursor family,Gene; miRNA;,33,83,2737,82.9,99,Rfam full
RF03519,mir-238 microRNA precursor family,Gene; miRNA;,6,85,496,82.7,78,Rfam full
RF03516,MIR5229 microRNA precursor family,Gene; miRNA;,10,87,870,87.0,100,Rfam full
RF03520,mir-3059 microRNA precursor family,Gene; miRNA;,38,59,2242,59.0,99,Rfam full
RF03521,mir-23c microRNA precursor family,Gene; miRNA;,11,100,1096,99.6,97,Rfam full
RF00515,PyrR binding site,Cis-reg;,1190,477,147793,124.2,44,Rfam full
RF00615,Listeria Hfq binding LhrA,Gene; sRNA;,17,292,4533,266.6,84,Rfam full
RF03522,mir-4850 microRNA precursor family,Gene; miRNA;,9,90,790,87.8,95,Rfam full
RF03523,mir-4703 microRNA precursor family,Gene; miRNA;,10,61,610,61.0,97,Rfam full
RF03524,mir-3174 microRNA precursor family,Gene; miRNA;,10,87,870,87.0,96,Rfam full
RF03525,mir-1343 microRNA precursor family,Gene; miRNA;,68,90,5583,82.1,88,Rfam full
RF03527,mir-3072 microRNA precursor family,Gene; miRNA;,8,83,652,81.5,97,Rfam full
RF03526,mir-7177 microRNA precursor family,Gene; miRNA;,25,71,1775,71.0,95,Rfam full
RF03528,mir-1264 microRNA precursor family,Gene; miRNA;,41,74,2755,67.2,96,Rfam full
RF03531,Clostridioides difficile sRNA included into helicase gene,Gene; sRNA;,62,113,6129,98.9,64,Rfam full
RF03530,cis-regulatory element of the bglG/LicT operon,Cis-reg;,8,143,1017,127.1,68,Rfam full
RF03533,Clostridioides difficile sRNA SQ1002,Gene; sRNA;,7,258,1655,236.4,88,Rfam full
RF00524,R2 RNA element,Cis-reg;,1579,626,211937,134.2,55,Rfam full
RF03534,Staphylococcus sRNA71 small RNA,Gene; sRNA;,14,112,1444,103.1,78,Rfam full
RF03537,Tick-borne Flavivirus short stem-loop SL6,Cis-reg;,19,46,817,43.0,61,Rfam full
RF03536,Tick-borne Flavivirus exoribonuclease-resistant RNA element,Cis-reg;,41,103,3615,88.2,66,Rfam full
RF03538,Tick-borne Flavivirus 3' UTR cis-acting replication element (CRE),Cis-reg;,18,110,1843,102.4,88,Rfam full
RF03539,No-known vector Flavivirus exoribonuclease-resistant RNA element,Cis-reg;,6,91,482,80.3,54,Rfam full
RF03540,No-Known-Vector Flavivirus 3' UTR cis-acting replication element (CRE),Cis-reg;,3,98,282,94.0,65,Rfam full
RF03541,Insect-specific Flavivirus exoribonuclease-resistant RNA element,Cis-reg;,17,98,1491,87.7,60,Rfam full
RF03542,Insect-Specific Flavivirus 3' UTR repeats Ra and Rb elements,Cis-reg;,52,111,5066,97.4,66,Rfam full
RF03543,Insect-Specific Flavivirus 3' UTR repeats Rb,Cis-reg;,24,53,1136,47.3,81,Rfam full
RF03545,Insect-specific Flavivirus 3' UTR cis-acting replication element (CRE),Cis-reg;,20,116,1802,90.1,41,Rfam full
RF01339,CRISPR RNA direct repeat element,Gene; CRISPR;,130,25,3250,25.0,97,Rfam full
RF03544,Insect-Specific Flavivirus 3' UTR repeats Ra,Cis-reg;,37,72,2123,57.4,68,Rfam full
RF03546,Flavivirus 5' UTR,Cis-reg;,9,164,1333,148.1,60,Rfam full
RF03547,General Flavivirus exoribonuclease-resistant RNA element,Cis-reg;,70,146,5414,77.3,45,Rfam full
RF03549,mir-15_2 microRNA precursor family,Gene; miRNA;,3,56,168,56.0,98,Rfam full
RF03548,mir-302_2 microRNA precursor family,Gene; miRNA;,11,68,747,67.9,97,Rfam full
RF03552,mir-43_2 microRNA precursor family,Gene; miRNA;,12,78,935,77.9,82,Rfam full
RF03550,mir-31_2 microRNA precursor family,Gene; miRNA;,8,83,664,83.0,93,Rfam full
RF03554,mir-92_2 microRNA precursor family,Gene; miRNA;,6,84,447,74.5,79,Rfam full
RF03553,mir-190_2 microRNA precursor family,Gene; miRNA;,6,123,725,120.8,95,Rfam full
RF03555,mir-2_2 microRNA precursor family,Gene; miRNA;,9,78,702,78.0,96,Rfam full
RF01393,isrJ Hfq binding RNA,Gene; sRNA;,12,90,906,75.5,68,Rfam full
RF03556,mir-559 microRNA precursor family,Gene; miRNA;,10,91,909,90.9,97,Rfam full
RF03557,MIR6019 microRNA precursor family,Gene; miRNA;,3,111,329,109.7,99,Rfam full
RF03558,mir-629 microRNA precursor family,Gene; miRNA;,8,84,664,83.0,92,Rfam full
RF03560,mir-3926 microRNA precursor family,Gene; miRNA;,14,65,884,63.1,92,Rfam full
RF03559,mir-8303 microRNA precursor family,Gene; miRNA;,4,58,232,58.0,99,Rfam full
RF03561,mir-3533 microRNA precursor family,Gene; miRNA;,58,84,4872,84.0,93,Rfam full
RF03562,mir-2004 microRNA precursor family,Gene; miRNA;,3,98,294,98.0,99,Rfam full
RF03563,mir-BART16 microRNA precursor family,Gene; miRNA;,5,87,430,86.0,93,Rfam full
RF03564,mir-9416 microRNA precursor family,Gene; miRNA;,5,68,340,68.0,99,Rfam full
RF03566,mir-4875 microRNA precursor family,Gene; miRNA;,4,73,292,73.0,83,Rfam full
RF01242,Small nucleolar RNA snR36,Gene; snRNA; snoRNA; HACA-box;,313,530,56897,181.8,53,Rfam full
RF03565,mir-1282 microRNA precursor family,Gene; miRNA;,51,102,5152,101.0,98,Rfam full
RF03567,MIR8024 microRNA precursor family,Gene; miRNA;,379,204,32731,86.4,79,Rfam full
RF03569,mir-7973 microRNA precursor family,Gene; miRNA;,10,74,740,74.0,87,Rfam full
RF03570,mir-8286 microRNA precursor family,Gene; miRNA;,15,59,843,56.2,97,Rfam full
RF03571,mir-734 microRNA precursor family,Gene; miRNA;,3,93,279,93.0,99,Rfam full
RF03568,mir-3204 microRNA precursor family,Gene; miRNA;,18,75,1350,75.0,96,Rfam full
RF03573,mir-1954 microRNA precursor family,Gene; miRNA;,4,82,324,81.0,86,Rfam full
RF03575,mir-rL1-14 microRNA precursor family,Gene; miRNA;,7,87,602,86.0,81,Rfam full
RF03572,MIR2109 microRNA precursor family,Gene; miRNA;,4,71,284,71.0,100,Rfam full
RF03576,mir-4435 microRNA precursor family,Gene; miRNA;,12,74,888,74.0,94,Rfam full
RF01447,small nucleolar RNA snR98,Gene; snRNA; snoRNA; HACA-box;,4,221,834,208.5,64,Rfam full
RF03574,mir-4847 microRNA precursor family,Gene; miRNA;,3,79,235,78.3,93,Rfam full
RF03577,mir-9193 microRNA precursor family,Gene; miRNA;,3296,242,315149,95.6,71,Rfam full
RF03578,mir-3910 microRNA precursor family,Gene; miRNA;,8,82,656,82.0,92,Rfam full
RF03579,mir-2058 microRNA precursor family,Gene; miRNA;,3,72,212,70.7,93,Rfam full
RF03580,mir-928 microRNA precursor family,Gene; miRNA;,5,100,500,100.0,86,Rfam full
RF03582,mir-m22-1 microRNA precursor family,Gene; miRNA;,6,67,396,66.0,76,Rfam full
RF03583,MIR781 microRNA precursor family,Gene; miRNA;,7,94,651,93.0,86,Rfam full
RF03584,mir-2290 microRNA precursor family,Gene; miRNA;,5,80,400,80.0,92,Rfam full
RF03581,mir-4878 microRNA precursor family,Gene; miRNA;,3,73,219,73.0,99,Rfam full
RF03585,mir-3938 microRNA precursor family,Gene; miRNA;,6,88,520,86.7,96,Rfam full
RF01498,A. fumigatus snoRNA Afu_190,Gene; snRNA; snoRNA; CD-box;,276,244,26419,95.7,64,Rfam full
RF03586,mir-5132 microRNA precursor family,Gene; miRNA;,4,71,284,71.0,96,Rfam full
RF03587,mir-1202 microRNA precursor family,Gene; miRNA;,12,80,960,80.0,92,Rfam full
RF03588,mir-2319 microRNA precursor family,Gene; miRNA;,6,71,426,71.0,91,Rfam full
RF03591,mir-3117 microRNA precursor family,Gene; miRNA;,10,78,774,77.4,96,Rfam full
RF03592,mir-2567 microRNA precursor family,Gene; miRNA;,17,90,1432,84.2,85,Rfam full
RF03593,mir-2331 microRNA precursor family,Gene; miRNA;,4,71,284,71.0,99,Rfam full
RF03594,mir-3817 microRNA precursor family,Gene; miRNA;,4,89,350,87.5,83,Rfam full
RF03595,mir-3569 microRNA precursor family,Gene; miRNA;,5,58,286,57.2,87,Rfam full
RF03596,mir-5880 microRNA precursor family,Gene; miRNA;,8,79,624,78.0,88,Rfam full
RF03597,MIR6438 microRNA precursor family,Gene; miRNA;,11,102,997,90.6,88,Rfam full
RF01296,Small nucleolar RNA U85,Gene; snRNA; snoRNA; HACA-box;,203,842,62577,308.3,48,Rfam full
RF03599,MIR1883 microRNA precursor family,Gene; miRNA;,5,118,584,116.8,91,Rfam full
RF03598,MIR6024 microRNA precursor family,Gene; miRNA;,7,104,699,99.9,88,Rfam full
RF03600,MIR3627 microRNA precursor family,Gene; miRNA;,9,109,811,90.1,65,Rfam full
RF03602,mir-8250 microRNA precursor family,Gene; miRNA;,8,60,480,60.0,81,Rfam full
RF03601,MIR7993 microRNA precursor family,Gene; miRNA;,23,170,3233,140.6,75,Rfam full
RF03621,MIR4245 microRNA precursor family,Gene; miRNA;,6,128,736,122.7,82,Rfam full
RF03622,mir-731 microRNA precursor family,Gene; miRNA;,12,94,1079,89.9,81,Rfam full
RF03623,mir-1252 microRNA precursor family,Gene; miRNA;,12,65,780,65.0,97,Rfam full
RF03624,mir-5345 microRNA precursor family,Gene; miRNA;,6,76,446,74.3,93,Rfam full
RF03626,mir-9791 microRNA precursor family,Gene; miRNA;,8,79,600,75.0,97,Rfam full
RF01497,ALIL pseudoknot,Cis-reg;,1407,505,169472,120.4,65,Rfam full
RF03625,MIR6152 microRNA precursor family,Gene; miRNA;,4033,354,402547,99.8,88,Rfam full
RF03628,mir-2355 microRNA precursor family,Gene; miRNA;,29,71,2059,71.0,94,Rfam full
RF03627,mir-9168 microRNA precursor family,Gene; miRNA;,4,95,380,95.0,99,Rfam full
RF03629,mir-641 microRNA precursor family,Gene; miRNA;,7,98,686,98.0,95,Rfam full
RF03630,mir-2818 microRNA precursor family,Gene; miRNA;,949,60,56940,60.0,99,Rfam full
RF03631,MIR3440 microRNA precursor family,Gene; miRNA;,5,127,631,126.2,92,Rfam full
RF03632,MIR1882 microRNA precursor family,Gene; miRNA;,105,151,13711,130.6,94,Rfam full
RF03633,mir-5882 microRNA precursor family,Gene; miRNA;,12,77,924,77.0,84,Rfam full
RF03635,mir-2066 microRNA precursor family,Gene; miRNA;,3,72,216,72.0,98,Rfam full
RF03634,mir-3524 microRNA precursor family,Gene; miRNA;,4,84,336,84.0,75,Rfam full
RF00861,microRNA mir-488,Gene; miRNA;,44,83,3647,82.9,96,Rfam full
RF03636,MIR4376 microRNA precursor family,Gene; miRNA;,8,131,721,90.1,80,Rfam full
RF03638,mir-1537 microRNA precursor family,Gene; miRNA;,10,61,608,60.8,90,Rfam full
RF03637,mir-5879 microRNA precursor family,Gene; miRNA;,10,76,760,76.0,88,Rfam full
RF03639,mir-619 microRNA precursor family,Gene; miRNA;,12,70,840,70.0,94,Rfam full
RF03640,mir-3747 microRNA precursor family,Gene; miRNA;,7,68,470,67.1,82,Rfam full
RF03643,mir-2056 microRNA precursor family,Gene; miRNA;,3,74,222,74.0,95,Rfam full
RF03641,mir-991 microRNA precursor family,Gene; miRNA;,5,88,440,88.0,95,Rfam full
RF03646,MIR9776 microRNA precursor family,Gene; miRNA;,4,84,336,84.0,99,Rfam full
RF03645,mir-9080 microRNA precursor family,Gene; miRNA;,4,108,406,101.5,81,Rfam full
RF03647,mir-7640 microRNA precursor family,Gene; miRNA;,4,60,240,60.0,98,Rfam full
RF00863,microRNA mir-BART17,Gene; miRNA;,4,104,410,102.5,86,Rfam full
RF00609,Small nucleolar RNA SNORD100,Gene; snRNA; snoRNA; CD-box;,176,102,14591,82.9,75,Rfam full
RF03648,mir-9413 microRNA precursor family,Gene; miRNA;,4,68,272,68.0,99,Rfam full
RF03649,MIR5643 microRNA precursor family,Gene; miRNA;,34,83,2822,83.0,91,Rfam full
RF03650,mir-1290 microRNA precursor family,Gene; miRNA;,24,78,1826,76.1,88,Rfam full
RF03651,mir-2070 microRNA precursor family,Gene; miRNA;,3,71,212,70.7,90,Rfam full
RF03653,mir-971 microRNA precursor family,Gene; miRNA;,45,84,3498,77.7,69,Rfam full
RF03652,mir-2329 microRNA precursor family,Gene; miRNA;,4,66,264,66.0,94,Rfam full
RF03654,MIR4239 microRNA precursor family,Gene; miRNA;,4,120,476,119.0,87,Rfam full
RF03656,mir-2432 microRNA precursor family,Gene; miRNA;,5,68,340,68.0,100,Rfam full
RF03655,MIR1887 microRNA precursor family,Gene; miRNA;,4,63,252,63.0,99,Rfam full
RF03658,mir-2300 microRNA precursor family,Gene; miRNA;,4,74,296,74.0,91,Rfam full
RF00862,microRNA mir-491,Gene; miRNA;,46,111,3823,83.1,96,Rfam full
RF03657,MIR6145 microRNA precursor family,Gene; miRNA;,29,80,2235,77.1,67,Rfam full
RF03659,MIR2871 microRNA precursor family,Gene; miRNA;,17,118,1981,116.5,97,Rfam full
RF03660,mir-4018 microRNA precursor family,Gene; miRNA;,4,54,212,53.0,74,Rfam full
RF03661,mir-933 microRNA precursor family,Gene; miRNA;,12,78,924,77.0,98,Rfam full
RF03662,mir-2060 microRNA precursor family,Gene; miRNA;,908,265,81301,89.5,77,Rfam full
RF03663,mir-5911 microRNA precursor family,Gene; miRNA;,20,74,1480,74.0,90,Rfam full
RF03664,MIR6288 microRNA precursor family,Gene; miRNA;,46,100,4226,91.9,81,Rfam full
RF03665,MIR4359 microRNA precursor family,Gene; miRNA;,103,71,6878,66.8,87,Rfam full
RF03666,MIR7724 microRNA precursor family,Gene; miRNA;,4,169,672,168.0,97,Rfam full
RF03667,MIR1031 microRNA precursor family,Gene; miRNA;,4,183,712,178.0,83,Rfam full
RF00864,mir-BART20 microRNA precursor family,Gene; miRNA;,5,81,401,80.2,92,Rfam full
RF03668,mir-1788 microRNA precursor family,Gene; miRNA;,66,80,5023,76.1,80,Rfam full
RF03670,MIR3932 microRNA precursor family,Gene; miRNA;,4,123,492,123.0,96,Rfam full
RF03669,mir-2767 microRNA precursor family,Gene; miRNA;,8,86,631,78.9,72,Rfam full
RF03671,MIR3522 microRNA precursor family,Gene; miRNA;,4,89,354,88.5,100,Rfam full
RF03672,MIR840 microRNA precursor family,Gene; miRNA;,4,147,582,145.5,98,Rfam full
RF03673,mir-2822 microRNA precursor family,Gene; miRNA;,556,68,37255,67.0,99,Rfam full
RF03674,MIR5387 microRNA precursor family,Gene; miRNA;,970,137,91081,93.9,78,Rfam full
RF03675,mir-1001 microRNA precursor family,Gene; miRNA;,4,90,360,90.0,99,Rfam full
RF03676,MIR5148 microRNA precursor family,Gene; miRNA;,309,78,24092,78.0,95,Rfam full
RF03677,mir-1304 microRNA precursor family,Gene; miRNA;,11,87,957,87.0,90,Rfam full
RF00866,mir-BART3 microRNA precursor family,Gene; miRNA;,10,78,772,77.2,83,Rfam full
RF03678,mir-3956 microRNA precursor family,Gene; miRNA;,4,98,392,98.0,98,Rfam full
RF03679,MIR2084 microRNA precursor family,Gene; miRNA;,4,107,424,106.0,85,Rfam full
RF03681,mir-1295 microRNA precursor family,Gene; miRNA;,11,78,858,78.0,98,Rfam full
RF03680,mir-9465 microRNA precursor family,Gene; miRNA;,11,85,873,79.4,95,Rfam full
RF03682,mir-3912 microRNA precursor family,Gene; miRNA;,9,91,819,91.0,95,Rfam full
RF03683,mir-462 microRNA precursor family,Gene; miRNA;,3,64,192,64.0,100,Rfam full
RF03684,mir-1990 microRNA precursor family,Gene; miRNA;,6,79,413,68.8,71,Rfam full
RF03686,mir-9424 microRNA precursor family,Gene; miRNA;,6,68,408,68.0,91,Rfam full
RF03685,MIR9677 microRNA precursor family,Gene; miRNA;,6,95,530,88.3,96,Rfam full
RF03687,mir-2011 microRNA precursor family,Gene; miRNA;,5,88,421,84.2,77,Rfam full
RF00867,mir-BART5 microRNA precursor family,Gene; miRNA;,6,89,534,89.0,89,Rfam full
RF03688,mir-3045 microRNA precursor family,Gene; miRNA;,5,75,373,74.6,87,Rfam full
RF03690,mir-9058 microRNA precursor family,Gene; miRNA;,897,106,86983,97.0,91,Rfam full
RF03689,mir-5892 microRNA precursor family,Gene; miRNA;,5,90,448,89.6,93,Rfam full
RF03691,mir-2765 microRNA precursor family,Gene; miRNA;,59,99,4924,83.5,74,Rfam full
RF03692,MIR827 microRNA precursor family,Gene; miRNA;,36,236,4376,121.6,62,Rfam full
RF03693,MIR1919 microRNA precursor family,Gene; miRNA;,18,179,2263,125.7,83,Rfam full
RF03694,mir-266 microRNA precursor family,Gene; miRNA;,35,83,2883,82.4,87,Rfam full
RF03695,MIR6151 microRNA precursor family,Gene; miRNA;,621,76,44181,71.1,86,Rfam full
RF03698,mir-2861 microRNA precursor family,Gene; miRNA;,23,82,1885,82.0,95,Rfam full
RF03699,mir-729 microRNA precursor family,Gene; miRNA;,6,87,500,83.3,78,Rfam full
RF00868,mir-BART15 microRNA precursor family,Gene; miRNA;,6,80,471,78.5,88,Rfam full
RF03701,mir-4041 microRNA precursor family,Gene; miRNA;,4,54,212,53.0,84,Rfam full
RF03700,mir-1923 microRNA precursor family,Gene; miRNA;,48,83,3977,82.9,95,Rfam full
RF03702,MIR851 microRNA precursor family,Gene; miRNA;,4,110,384,96.0,92,Rfam full
RF03703,mir-3622 microRNA precursor family,Gene; miRNA;,12,84,992,82.7,90,Rfam full
RF03704,MIR4380 microRNA precursor family,Gene; miRNA;,10,83,815,81.5,79,Rfam full
RF03705,mir-1278 microRNA precursor family,Gene; miRNA;,15,79,1154,76.9,88,Rfam full
RF03706,mir-2253 microRNA precursor family,Gene; miRNA;,8,58,454,56.8,83,Rfam full
RF03709,MIR1878 microRNA precursor family,Gene; miRNA;,22,131,2218,100.8,87,Rfam full
RF03707,mir-1892 microRNA precursor family,Gene; miRNA;,9,80,710,78.9,91,Rfam full
RF03710,mir-1451 microRNA precursor family,Gene; miRNA;,48,94,4417,92.0,94,Rfam full
RF00869,microRNA mir-BART7,Gene; miRNA;,5,84,418,83.6,93,Rfam full
RF03711,mir-784 microRNA precursor family,Gene; miRNA;,4,77,302,75.5,86,Rfam full
RF03712,MIR6450 microRNA precursor family,Gene; miRNA;,43,108,4587,106.7,68,Rfam full
RF03713,mir-1756 microRNA precursor family,Gene; miRNA;,7,90,628,89.7,85,Rfam full
RF03714,MIR774 microRNA precursor family,Gene; miRNA;,8,101,790,98.8,80,Rfam full
RF03715,mir-977 microRNA precursor family,Gene; miRNA;,4,90,358,89.5,94,Rfam full
RF03716,mir-7131 microRNA precursor family,Gene; miRNA;,44,92,3806,86.5,92,Rfam full
RF03717,mir-3119 microRNA precursor family,Gene; miRNA;,18,85,1530,85.0,88,Rfam full
RF03718,mir-2804 microRNA precursor family,Gene; miRNA;,122,80,9499,77.9,98,Rfam full
RF03719,mir-3914 microRNA precursor family,Gene; miRNA;,12,95,1140,95.0,85,Rfam full
RF03720,MIR4228 microRNA precursor family,Gene; miRNA;,4,152,606,151.5,93,Rfam full
