rfam_acc,description,rna_type,number_seqs,number_of_columns,number_residues,average_length,percent_identity,source
PF13410.9,"Glutathione S-transferase, C-terminal domain",Domain,22286,639,1935247,86.8,18,Pfam full
PF14497.9,"Glutathione S-transferase, C-terminal domain",Domain,10888,518,1060337,97.4,17,Pfam full
PF14834.9,"Glutathione S-transferase, C-terminal domain",Domain,202,197,23330,115.5,49,Pfam full
PF16865.8,"Glutathione S-transferase, C-terminal domain",Domain,212,334,21998,103.8,23,Pfam full
PF17171.7,"Glutathione S-transferase, C-terminal domain",Domain,4474,221,286139,64.0,30,Pfam full
PF02798.23,"Glutathione S-transferase, N-terminal domain",Domain,34909,551,2594353,74.3,25,Pfam full
PF13409.9,"Glutathione S-transferase, N-terminal domain",Domain,11425,741,957975,83.8,25,Pfam full
PF13417.9,"Glutathione S-transferase, N-terminal domain",Domain,30619,529,2391584,78.1,23,Pfam full
PF17172.7,Glutathione S-transferase N-terminal domain,Domain,2487,421,239263,96.2,26,Pfam full
PF18485.4,"Glutathione S-transferase, N-terminal domain",Domain,547,174,37048,67.7,51,Pfam full
PF09698.13,Geobacter CxxxxCH...CXXCH motif (GSu_C4xC__C2xCH),Family,416,105,15548,37.4,38,Pfam full
PF08759.14,Glycosyltransferase GT-D fold,Domain,160,400,33915,212.0,31,Pfam full
PF09594.13,Glycosyltransferase family 87,Family,6210,1264,1476285,237.7,18,Pfam full
PF11351.11,"Holin of 3TMs, for gene-transfer release",Family,800,375,91142,113.9,27,Pfam full
PF13547.9,GTA TIM-barrel-like domain,Domain,953,669,260813,273.7,53,Pfam full
PF02946.17,GTF2I-like repeat,Family,5884,128,438684,74.6,47,Pfam full
PF09729.12,Gti1/Pac2 family,Family,2809,1109,337471,120.1,30,Pfam full
PF16360.8,GTP-binding GTPase Middle Region,Family,8830,302,714415,80.9,48,Pfam full
PF13167.9,GTP-binding GTPase N-terminal,Family,8940,349,793205,88.7,40,Pfam full
PF01018.25,GTP1/OBG,Domain,11484,853,1648526,143.5,39,Pfam full
PF09027.13,GTPase binding,Domain,1295,133,80829,62.4,54,Pfam full
PF12471.11,GTP cyclohydrolase N terminal,Family,1100,609,205620,186.9,53,Pfam full
PF00925.23,GTP cyclohydrolase II,Family,12635,963,2115676,167.4,36,Pfam full
PF01227.25,GTP cyclohydrolase I,Domain,10108,674,1760632,174.2,43,Pfam full
PF00009.30,Elongation factor Tu GTP binding domain,Domain,95606,2219,21478484,224.7,28,Pfam full
PF03144.28,Elongation factor Tu domain 2,Domain,60538,330,4305104,71.1,23,Pfam full
PF03143.20,Elongation factor Tu C-terminal domain,Domain,21227,564,2092387,98.6,38,Pfam full
PF14578.9,Elongation factor Tu domain 4,Domain,368,159,32540,88.4,42,Pfam full
PF04670.15,Gtr1/RagA G protein conserved region,Domain,3739,1626,803697,214.9,40,Pfam full
PF04138.17,GtrA-like protein,Family,10441,466,1247469,119.5,20,Pfam full
PF15259.9,G-2 and S-phase expressed 1,Family,488,323,62197,127.5,38,Pfam full
PF00211.23,Adenylate and Guanylate cyclase catalytic domain,Domain,41583,1598,7327575,176.2,25,Pfam full
PF09778.12,Guanylylate cyclase,Family,1047,735,187403,179.0,43,Pfam full
PF00625.24,Guanylate kinase,Domain,35452,1482,5762032,162.5,27,Pfam full
PF02058.18,Guanylin precursor,Family,454,186,39248,86.4,39,Pfam full
PF13947.9,Wall-associated receptor kinase galacturonan-binding,Domain,14287,342,914238,64.0,27,Pfam full
PF08152.15,GUCT (NUC152) domain,Domain,1518,331,144266,95.0,33,Pfam full
PF05419.15,GUN4-like,Domain,1049,433,145034,138.3,32,Pfam full
PF16416.8,"ARM-like repeat domain, GUN4-N terminal",Repeat,119,136,9769,82.1,37,Pfam full
PF06923.14,Glucitol operon activator protein (GutM),Family,445,181,47938,107.7,25,Pfam full
PF20440.1,GvpD basic region 2,Domain,16,359,3527,220.4,33,Pfam full
PF07088.14,"GvpD gas vesicle protein, P-loop domain",Domain,42,605,7450,177.4,28,Pfam full
PF05120.15,Gas vesicle protein G,Domain,665,135,50902,76.5,36,Pfam full
PF05455.14,GvpH,Family,48,542,7425,154.7,21,Pfam full
PF05121.15,Gas vesicle protein K,Domain,767,117,64745,84.4,54,Pfam full
PF06386.14,Gas vesicle synthesis protein GvpL/GvpF,Family,1816,645,405236,223.1,24,Pfam full
PF05800.14,Gas vesicle synthesis protein GvpO,Family,668,203,60879,91.1,37,Pfam full
PF13457.9,GW (Gly-Tryp) dipeptide domain,Domain,1083,254,78998,72.9,16,Pfam full
PF06423.15,GWT1,Family,1679,737,245931,146.5,30,Pfam full
PF20094.2,GWxTD domain,Domain,259,462,41552,160.4,26,Pfam full
PF14607.9,N-terminus of Esterase_SGNH_hydro-type,Domain,466,301,67678,145.2,30,Pfam full
PF01493.22,GXGXG motif,Family,9696,714,1795966,185.2,44,Pfam full
PF14323.9,GxGYxYP putative glycoside hydrolase C-terminal domain,Domain,371,661,81608,220.0,23,Pfam full
PF16216.8,GxGYxY sequence motif in domain of unknown function N-terminal,Domain,442,753,83153,188.1,22,Pfam full
PF14231.9,GXWXG protein,Family,624,115,36271,58.1,38,Pfam full
PF08734.14,GYD domain,Domain,822,165,74230,90.3,27,Pfam full
PF02213.19,GYF domain,Domain,5422,162,249455,46.0,37,Pfam full
PF14237.9,GYF domain 2,Domain,3806,144,188979,49.7,29,Pfam full
PF07253.14,Gypsy protein,Family,86,776,25701,298.8,19,Pfam full
PF02756.17,GYR motif,Motif,608,28,10998,18.1,71,Pfam full
PF18053.4,DNA gyrase B subunit insert domain,Domain,1982,448,320330,161.6,25,Pfam full
PF06445.18,GyrI-like small molecule binding domain,Domain,7887,799,1223740,155.2,15,Pfam full
PF04162.15,Gyrovirus capsid protein (VP1),Family,15,610,4816,321.1,33,Pfam full
PF01019.24,Gamma-glutamyltranspeptidase,Domain,17240,3139,7747939,449.4,28,Pfam full
PF15991.8,G-protein pathway suppressor,Family,562,958,149175,265.4,40,Pfam full
PF02895.17,"Signal transducing histidine kinase, homodimeric domain",Domain,5921,407,423579,71.5,30,Pfam full
PF09040.14,"Gastric H+/K+-ATPase, N terminal domain",Domain,145,53,5903,40.7,82,Pfam full
PF03883.17,Peroxide stress protein YaaA,Family,4383,809,1040218,237.3,32,Pfam full
PF06831.17,Formamidopyrimidine-DNA glycosylase H2TH domain,Domain,12293,413,1115876,90.8,30,Pfam full
PF03457.17,Helicase associated domain,Domain,4198,359,282426,67.3,25,Pfam full
PF18239.4,Hemagglutinin I,Domain,7,105,624,89.1,55,Pfam full
PF04408.26,Helicase associated domain (HA2),Domain,28891,900,3289858,113.9,25,Pfam full
PF17993.4,Haemagglutinin 70 C-terminal domain,Domain,4,140,534,133.5,62,Pfam full
PF04774.18,Hyaluronan / mRNA binding family,Family,2680,471,271452,101.3,30,Pfam full
PF12710.10,haloacid dehalogenase-like hydrolase,Family,17784,1184,3150810,177.2,19,Pfam full
PF13419.9,Haloacid dehalogenase-like hydrolase,Family,67281,1798,11844967,176.1,17,Pfam full
PF10307.12,HAD domain family 1 in Swiss Army Knife RNA repair proteins,Domain,576,551,116175,201.7,45,Pfam full
PF18143.4,HAD domain in Swiss Army Knife RNA repair proteins,Family,1055,516,153599,145.6,21,Pfam full
PF14830.9,Haemocyanin beta-sandwich,Family,64,146,6468,101.1,36,Pfam full
PF14376.9,Haem-binding domain,Family,920,221,118946,129.3,30,Pfam full
PF14518.9,Iron-containing redox enzyme,Family,2738,712,479001,174.9,21,Pfam full
PF16123.8,Hydroxyacylglutathione hydrolase C-terminus,Family,5941,333,489990,82.5,36,Pfam full
PF07527.16,Hairy Orange,Domain,4401,128,178394,40.5,35,Pfam full
PF18545.4,Halobacterial output domain 1,Domain,1263,210,91718,72.6,29,Pfam full
PF18547.4,Halobacterial output domain 2,Domain,11,55,567,51.5,40,Pfam full
PF10112.12,5-bromo-4-chloroindolyl phosphate hydrolysis protein,Family,1159,664,224621,193.8,18,Pfam full
PF05465.16,Halobacterial gas vesicle protein C (GVPC) repeat,Repeat,51,37,1601,31.4,32,Pfam full
PF08663.13,HalX domain,Domain,457,156,30696,67.2,28,Pfam full
PF02183.21,Homeobox associated leucine zipper,Coiled-coil,4479,85,176392,39.4,43,Pfam full
PF01725.19,Ham1 family,Domain,10408,999,1913618,183.9,37,Pfam full
PF08878.14,HamA,Family,467,635,103493,221.6,15,Pfam full
PF04388.15,Hamartin protein,Family,1560,3058,717940,460.2,27,Pfam full
PF00672.28,HAMP domain,Domain,73262,206,3923784,53.6,25,Pfam full
PF18947.3,HAMP domain,Domain,10265,209,680155,66.3,44,Pfam full
PF18575.4,HAMP N-terminal domain 3,Domain,421,53,17967,42.7,40,Pfam full
PF09110.14,HAND,Domain,2529,377,248187,98.1,48,Pfam full
PF01567.19,Hantavirus glycoprotein G1,Family,11,561,5312,482.9,47,Pfam full
PF01561.19,Hantavirus/Nairovirus glycoprotein G2,Family,34,658,17803,523.6,29,Pfam full
PF00846.21,Hantavirus nucleocapsid protein,Family,11,458,4727,429.7,56,Pfam full
PF03866.16,Hydrophobic abundant protein (HAP),Family,2,216,244,122.0,60,Pfam full
PF04849.16,HAP1 N-terminal conserved region,Family,2573,965,659188,256.2,50,Pfam full
PF10699.12,Male gamete fusion factor,Domain,610,2083,216770,355.4,28,Pfam full
PF10297.12,Minimal binding motif of Hap4 for binding to Hap2/3/5,Motif,681,24,11406,16.7,80,Pfam full
PF11639.11,REDY-like protein HapK,Family,128,206,12961,101.3,32,Pfam full
PF15196.9,Activator of apoptosis harakiri,Family,58,144,5119,88.3,78,Pfam full
PF05066.16,"HB1, ASXL, restriction endonuclease HTH domain",Family,2867,182,196077,68.4,30,Pfam full
PF07443.16,HepA-related protein (HARP),Family,952,109,50679,53.2,45,Pfam full
PF04877.15,HrpZ,Family,32,792,7695,240.5,24,Pfam full
PF09378.13,HAS barrel domain,Domain,288,232,28376,98.5,24,Pfam full
PF06438.15,Heme-binding protein A (HasA),Domain,32,414,5993,187.3,26,Pfam full
PF12330.11,Haspin like kinase domain,Family,1547,2165,546695,353.4,25,Pfam full
PF02184.19,HAT (Half-A-TPR) repeat,Repeat,2679,100,85774,32.0,48,Pfam full
PF10394.12,Histone acetyl transferase HAT1 N-terminus,Domain,1760,805,278608,158.3,29,Pfam full
PF02518.29,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",Domain,300774,1268,35230902,117.1,25,Pfam full
PF13581.9,Histidine kinase-like ATPase domain,Domain,27413,874,3266834,119.2,21,Pfam full
PF13589.9,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",Domain,22546,940,2895945,128.4,23,Pfam full
PF13749.9,Putative ATP-dependent DNA helicase recG C-terminal,Domain,3579,328,308320,86.1,24,Pfam full
PF14501.9,GHKL domain,Domain,4178,617,428281,102.5,22,Pfam full
PF08214.14,Histone acetylation protein,Domain,3746,1684,1116975,298.2,39,Pfam full
PF14932.9,HAUS augmin-like complex subunit 3,Family,889,852,215122,242.0,31,Pfam full
PF15003.9,HAUS augmin-like complex subunit 2,Family,744,474,117344,157.7,35,Pfam full
PF14735.9,HAUS augmin-like complex subunit 4,Family,829,707,164885,198.9,31,Pfam full
PF14817.9,HAUS augmin-like complex subunit 5,Family,719,1742,354060,492.4,27,Pfam full
PF14661.9,HAUS augmin-like complex subunit 6 N-terminus,Family,1299,739,280388,215.8,24,Pfam full
PF12944.10,Hepatitis A virus viral protein VP,Domain,3,169,499,166.3,60,Pfam full
PF06777.14,Helical and beta-bridge domain,Domain,2104,622,299766,142.5,43,Pfam full
PF18534.4,Helical bundle domain,Domain,16,100,1343,83.9,31,Pfam full
PF16591.8,Helical bimodular sensor domain,Family,261,539,61616,236.1,16,Pfam full
PF03928.17,Haem degrading protein HbpS-like,Family,6955,607,893405,128.5,26,Pfam full
PF08539.14,HbrB-like,Domain,1558,641,200756,128.9,35,Pfam full
PF08938.13,HBS1 N-terminus,Domain,1432,238,120741,84.3,26,Pfam full
PF07432.16,Histone H1-like protein Hc1,Family,686,77,38880,56.7,44,Pfam full
PF07382.14,Histone H1-like nucleoprotein HC2,Disordered,765,730,114912,150.2,40,Pfam full
PF06594.14,Haemolysin-type calcium binding protein related domain,Domain,1962,160,82338,42.0,27,Pfam full
PF14856.9,Pathogen effector; putative necrosis-inducing factor,Family,664,310,66970,100.9,25,Pfam full
PF11576.11,"FeGP cofactor biosynthesis protein HcgB, guanylyltransferase",Domain,18,165,2765,153.6,48,Pfam full
PF06690.14,"FeGP cofactor biosynthesis protein, methyltransferase HcgC",Family,20,306,4629,231.4,35,Pfam full
PF06787.14,FeGP cofactor biosynthesis protein HcgF,Family,19,187,3058,160.9,41,Pfam full
PF12154.11,Glycoprotein B N-terminal antigenic domain of HCMV,Disordered,2,37,73,36.5,53,Pfam full
PF17609.5,Family of unknown function,Family,3,143,388,129.3,65,Pfam full
PF12507.11,Human Cytomegalovirus UL139 protein,Family,167,220,19258,115.3,44,Pfam full
PF07818.16,HCNGP-like protein,Family,1752,356,166159,94.8,35,Pfam full
PF00955.24,HCO3- transporter family,Family,17169,2695,5409057,315.0,28,Pfam full
PF07111.15,Alpha helical coiled-coil rod protein (HCR),Coiled-coil,512,1832,257997,503.9,45,Pfam full
PF01543.20,Hepatitis C virus capsid protein,Family,3,196,306,102.0,16,Pfam full
PF01542.21,Hepatitis C virus core protein,Family,2,84,113,56.5,42,Pfam full
PF01539.20,Hepatitis C virus envelope glycoprotein E1,Family,1,190,190,190.0,100,Pfam full
PF01560.20,Hepatitis C virus non-structural protein E2/NS1,Family,1,344,344,344.0,100,Pfam full
PF01538.21,Hepatitis C virus non-structural protein NS2,Family,2,202,392,196.0,22,Pfam full
PF01006.23,Hepatitis C virus non-structural protein NS4a,Family,2,72,122,61.0,22,Pfam full
PF01001.22,Hepatitis C virus non-structural protein NS4b,Family,2,195,384,192.0,22,Pfam full
PF01506.22,Hepatitis C virus non-structural 5a protein membrane anchor,Family,2,23,46,23.0,22,Pfam full
PF08300.16,Hepatitis C virus non-structural 5a zinc finger domain,Domain,2,64,116,58.0,39,Pfam full
PF08301.16,Hepatitis C virus non-structural 5a domain 1b,Domain,2,104,200,100.0,17,Pfam full
PF12941.10,HCV NS5a protein C-terminal region,Family,1,242,242,242.0,100,Pfam full
PF01837.19,"Homocysteine biosynthesis enzyme, sulfur-incorporation",Domain,457,560,160288,350.7,47,Pfam full
PF01966.25,HD domain,Family,51616,919,6411875,124.2,17,Pfam full
PF04618.15,HD-ZIP protein N terminus,Domain,676,448,71009,105.0,37,Pfam full
PF11496.11,Class II histone deacetylase complex subunits 2 and 3,Domain,409,1446,104182,254.7,22,Pfam full
PF12203.11,Glutamine rich N terminal domain of histone deacetylase 4,Family,2384,230,212321,89.1,71,Pfam full
PF02329.19,Histidine carboxylase PI chain,Domain,45,429,12010,266.9,46,Pfam full
PF17528.5,Histidine decarboxylase maturation protein HdcB,Family,6,203,976,162.7,35,Pfam full
PF06411.14,HdeA/HdeB family,Domain,288,264,25750,89.4,19,Pfam full
PF14701.9,"Glycogen debranching enzyme, glucanotransferase domain",Domain,1849,1274,697469,377.2,40,Pfam full
PF15115.9,Domain of unknown function with conserved HDNR motif,Family,386,478,58915,152.6,29,Pfam full
PF08668.15,HDOD domain,Domain,8071,974,1410422,174.8,19,Pfam full
PF02924.17,Bacteriophage lambda head decoration protein D,Domain,682,521,82750,121.3,25,Pfam full
PF01517.21,Hepatitis delta virus delta antigen,Family,4,197,705,176.2,53,Pfam full
PF13023.9,HD domain,Domain,4471,775,698722,156.3,28,Pfam full
PF13328.9,HD domain,Family,13635,705,2011461,147.5,37,Pfam full
PF13487.9,HD domain,Domain,7901,315,502840,63.6,33,Pfam full
PF18019.4,HD domain,Domain,1850,921,364990,197.3,15,Pfam full
PF13286.9,Phosphohydrolase-associated domain,Domain,6074,369,561742,92.5,24,Pfam full
PF19276.2,HD associated region,Family,2667,1309,370580,139.0,27,Pfam full
PF12236.11,Bacteriophage head to tail connecting protein,Family,681,1108,310571,456.1,22,Pfam full
PF16002.8,Headcase protein,Family,620,499,103613,167.1,52,Pfam full
PF09008.13,Head binding,Domain,71,143,7702,108.5,49,Pfam full
PF02985.25,HEAT repeat,Repeat,11597,65,355306,30.6,26,Pfam full
PF13646.9,HEAT repeats,Repeat,34437,579,3033189,88.1,21,Pfam full
PF13513.9,HEAT-like repeat,Repeat,7453,203,413695,55.5,32,Pfam full
PF03130.19,PBS lyase HEAT-like repeat,Repeat,1550,97,42050,27.1,31,Pfam full
PF18817.4,Repeat of uncharacterized protein PH0542,Repeat,2,45,90,45.0,51,Pfam full
PF15353.9,Headcase protein family homologue,Family,478,251,46623,97.5,64,Pfam full
PF00632.28,HECT-domain (ubiquitin-transferase),Domain,30955,3503,9049822,292.4,30,Pfam full
PF09814.12,HECT-like Ubiquitin-conjugating enzyme (E2)-binding,Domain,1694,1686,579960,342.4,18,Pfam full
PF18436.4,Helical box domain of E3 ubiquitin-protein ligase HECW1,Domain,1257,139,83136,66.1,72,Pfam full
PF16562.8,N-terminal domain of E3 ubiquitin-protein ligase HECW1 and 2,Domain,1091,289,122715,112.5,68,Pfam full
PF19191.3,HEF_HK domain,Domain,68,73,4476,65.8,34,Pfam full
PF12661.10,Human growth factor-like EGF,Domain,32688,80,691327,21.1,41,Pfam full
PF12949.10,HeH/LEM domain,Domain,865,49,29992,34.7,43,Pfam full
PF00271.34,Helicase conserved C-terminal domain,Domain,272115,1497,31896374,117.2,20,Pfam full
PF13307.9,Helicase C-terminal domain,Domain,13430,1096,2284669,170.1,26,Pfam full
PF13625.9,Helicase conserved C-terminal domain,Domain,5134,385,642297,125.1,32,Pfam full
PF13871.9,C-terminal domain on Strawberry notch homologue,Domain,3010,1050,771781,256.4,50,Pfam full
PF12462.11,DNA helicase IV / RNA helicase N terminal,Family,221,335,35540,160.8,32,Pfam full
PF18149.4,N-terminal helicase PWI domain,Domain,2062,302,221721,107.5,36,Pfam full
PF05127.17,Helicase,Domain,2676,998,506850,189.4,48,Pfam full
PF11408.11,Sgs1 RecQ helicase,Family,48,132,3831,79.8,29,Pfam full
PF18761.4,Heliorhodopsin,Domain,191,471,44748,234.3,39,Pfam full
PF14214.9,Helitron helicase-like domain at N-terminus,Family,6888,1022,1024845,148.8,23,Pfam full
PF14479.9,Prion-inhibition and propagation,Domain,1798,1105,343947,191.3,16,Pfam full
PF17111.8,Fungal N-terminal domain of STAND proteins,Family,2056,1179,361341,175.7,16,Pfam full
PF03451.17,HELP motif,Family,6273,281,412750,65.8,45,Pfam full
PF17312.5,Bacteriocin helveticin-J,Family,58,632,16170,278.8,28,Pfam full
PF02602.18,Uroporphyrinogen-III synthase HemD,Family,11438,1210,2549328,222.9,20,Pfam full
PF00509.21,Haemagglutinin,Family,37,619,18548,501.3,46,Pfam full
PF03996.18,Hemagglutinin esterase,Domain,18,466,6177,343.2,37,Pfam full
PF02710.17,Hemagglutinin domain of haemagglutinin-esterase-fusion glycoprotein,Family,15,205,2166,144.4,36,Pfam full
PF08720.13,Influenza C hemagglutinin stalk,Domain,2,179,351,175.5,57,Pfam full
PF11545.11,Cell surface heme-binding protein Shp,Family,79,250,11139,141.0,32,Pfam full
PF01814.26,Hemerythrin HHE cation binding domain,Domain,17648,547,2286919,129.6,16,Pfam full
PF01126.23,Heme oxygenase,Domain,4116,1401,787827,191.4,24,Pfam full
PF06969.19,HemN C-terminal domain,Domain,7476,209,490540,65.6,23,Pfam full
PF03723.17,"Hemocyanin, ig-like domain",Domain,1027,690,230899,224.8,28,Pfam full
PF00372.22,"Hemocyanin, copper containing domain",Domain,996,1052,244252,245.2,28,Pfam full
PF03722.17,"Hemocyanin, all-alpha domain",Domain,817,260,95670,117.1,27,Pfam full
PF00353.22,RTX calcium-binding nonapeptide repeat (4 copies),Repeat,127693,189,4337126,34.0,37,Pfam full
PF12563.11,Hemolytic toxin N terminal,Family,12,227,2186,182.2,29,Pfam full
PF00045.22,Hemopexin,Repeat,28053,171,1258916,44.9,26,Pfam full
PF10636.12,Hemin uptake protein hemP,Family,1253,56,46228,36.9,46,Pfam full
PF05171.15,Haemin-degrading HemS.ChuX domain,Domain,1585,381,206170,130.1,29,Pfam full
PF04375.17,"HemX, putative uroporphyrinogen-III C-methyltransferase",Family,1387,685,315609,227.5,26,Pfam full
PF07219.16,HemY protein N-terminus,Repeat,2259,233,245095,108.5,24,Pfam full
PF12623.10,"RNA repair, ligase-Pnkp-associating, region of Hen1",Domain,790,394,188127,238.1,55,Pfam full
PF18441.4,Hen1 La-motif C-terminal domain,Domain,297,235,38343,129.1,48,Pfam full
PF07940.16,Heparinase II/III-like protein,Family,4816,1248,1143137,237.4,15,Pfam full
PF16889.8,Heparinase II/III N-terminus,Domain,1325,1337,361002,272.5,17,Pfam full
PF00906.23,Hepatitis core antigen,Domain,68,343,6558,96.4,24,Pfam full
PF06446.15,Hepcidin,Domain,348,121,18128,52.1,39,Pfam full
PF18675.4,Heparinase II C-terminal domain,Domain,78,163,6754,86.6,29,Pfam full
PF05168.17,HEPN domain,Family,3405,505,402130,118.1,17,Pfam full
PF18867.4,HEPN-like integron domain,Domain,1,151,151,151.0,100,Pfam full
PF18732.4,"HEPN like, Abia C-terminal domain",Domain,10,183,1356,135.6,38,Pfam full
