id,rfam_acc,description,rna_type,number_seqs,number_of_columns,number_residues,average_length,percent_identity,source
,PF09421.13,Frequency clock protein,Family,13,1100,12633,971.8,56,Pfam seed
,PF06500.14,Esterase FrsA-like,Family,4,416,1651,412.8,51,Pfam seed
,PF11768.11,WD repeat-containing and planar cell polarity effector protein Fritz,Repeat,3,548,1632,544.0,53,Pfam seed
,PF03881.17,Fructosamine kinase,Family,23,356,6669,290.0,39,Pfam seed
,PF19421.2,Furry protein C-terminal,Domain,15,869,10489,699.3,59,Pfam seed
,PF03032.18,Frog skin active peptide family signal and propeptide,Family,18,51,799,44.4,50,Pfam seed
,PF10479.12,Fragile site-associated protein C-terminus,Family,1,701,701,701.0,100,Pfam seed
,PF03959.16,Serine hydrolase (FSH1),Domain,46,408,10252,222.9,27,Pfam seed
,PF15554.9,FSIP1 family,Family,12,585,4981,415.1,45,Pfam seed
,PF15783.8,Fibrous sheath-interacting protein 2,Family,15,890,13040,869.3,63,Pfam seed
,PF13955.9,"Toxin Fst, type I toxin-antitoxin system",Domain,7,21,147,21.0,50,Pfam seed
,PF13095.9,Kinetochore Sim4 complex subunit FTA2,Family,36,350,7657,212.7,30,Pfam seed
,PF13093.9,"Kinetochore complex Fta4 of Sim4 subunit, or CENP-50",Family,58,488,12990,224.0,31,Pfam seed
,PF02971.17,Formiminotransferase domain,Domain,36,171,5438,151.1,51,Pfam seed
,PF04961.15,Formiminotransferase-cyclodeaminase,Family,232,225,42077,181.4,33,Pfam seed
,PF07837.15,"Formiminotransferase domain, N-terminal subdomain",Domain,153,284,27408,179.1,41,Pfam seed
,PF01827.30,FTH domain,Domain,75,215,10773,143.6,24,Pfam seed
,PF01268.22,Formate--tetrahydrofolate ligase,Family,386,838,220603,571.5,52,Pfam seed
,PF12934.10,FTO C-terminal domain,Domain,7,200,1213,173.3,31,Pfam seed
,PF12933.10,FTO catalytic domain,Domain,13,377,3648,280.6,43,Pfam seed
,PF07504.16,Fungalysin/Thermolysin Propeptide Motif,Motif,144,56,7356,51.1,25,Pfam seed
,PF01913.21,Formylmethanofuran-tetrahydromethanopterin formyltransferase,Domain,57,185,8175,143.4,46,Pfam seed
,PF03239.17,Iron permease FTR1 family,Family,13,424,4071,313.2,19,Pfam seed
,PF10080.12,Membrane iron-sulfur containing protein FtrD-like,Family,62,120,6352,102.5,32,Pfam seed
,PF02741.18,"FTR, proximal lobe",Domain,63,166,9445,149.9,49,Pfam seed
,PF14450.9,Cell division protein FtsA,Domain,413,400,71888,174.1,21,Pfam seed
,PF11983.11,"Cell division protein FtsA, C-terminal",Family,16,103,1150,71.9,27,Pfam seed
,PF06480.18,FtsH Extracellular,Family,157,228,16424,104.6,13,Pfam seed
,PF01728.22,FtsJ-like methyltransferase,Family,226,685,42543,188.2,24,Pfam seed
,PF13491.9,4TM region of DNA translocase FtsK/SpoIIIE,Domain,53,304,9350,176.4,26,Pfam seed
,PF17854.4,FtsK alpha domain,Domain,50,133,5044,100.9,35,Pfam seed
,PF09397.13,Ftsk gamma domain,Domain,401,67,25045,62.5,46,Pfam seed
,PF01580.21,FtsK/SpoIIIE family,Domain,16,301,3526,220.4,30,Pfam seed
,PF12538.11,DNA transporter,Family,11,129,1247,113.4,21,Pfam seed
,PF04999.16,Cell division protein FtsL,Coiled-coil,29,111,2783,96.0,33,Pfam seed
,PF19579.2,Bacteriodetes cell division protein (FtsL-like),Domain,165,111,16566,100.4,38,Pfam seed
,PF03799.18,"Cell division protein FtsQ/DivIB, C-terminal",Domain,318,263,37257,117.2,19,Pfam seed
,PF01098.22,Cell cycle protein,Family,13,402,4682,360.2,29,Pfam seed
,PF02687.24,FtsX-like permease family,Family,77,169,9403,122.1,14,Pfam seed
,PF18075.4,FtsX extracellular domain,Domain,420,119,40420,96.2,22,Pfam seed
,PF12327.11,"FtsZ family, C-terminal domain",Domain,22,103,2109,95.9,44,Pfam seed
,PF03867.17,"Fushi tarazu (FTZ), N-terminal region",Family,5,345,1354,270.8,63,Pfam seed
,PF07959.15,L-fucokinase,Repeat,42,619,17231,410.3,27,Pfam seed
,PF02952.20,"L-fucose isomerase, C-terminal domain",Domain,22,175,3163,143.8,26,Pfam seed
,PF07881.15,"L-fucose isomerase, first N-terminal domain",Family,38,177,6367,167.6,53,Pfam seed
,PF07882.15,"L-fucose isomerase, second N-terminal domain",Family,43,218,7798,181.3,60,Pfam seed
,PF16757.8,Alpha-L-fucosidase C-terminal domain,Domain,46,146,4173,90.7,36,Pfam seed
,PF18025.4,"Alpha-(1,3)-fucosyltransferase FucT N-terminal domain",Domain,12,105,1108,92.3,43,Pfam seed
,PF10415.12,Fumarase C C-terminus,Domain,612,66,32987,53.9,41,Pfam seed
,PF02300.20,Fumarate reductase subunit C,Domain,31,133,3893,125.6,37,Pfam seed
,PF02313.20,Fumarate reductase subunit D,Domain,26,117,2916,112.2,41,Pfam seed
,PF03630.17,Fumble,Family,110,680,38159,346.9,43,Pfam seed
,PF05681.17,Fumarate hydratase (Fumerase),Family,346,410,94311,272.6,38,Pfam seed
,PF05683.15,Fumarase C-terminus,Family,112,260,22937,204.8,45,Pfam seed
,PF04930.18,FUN14 family,Family,114,237,11409,100.1,26,Pfam seed
,PF16797.8,Fungal kinase associated-1 domain,Domain,69,191,8464,122.7,30,Pfam seed
,PF07938.15,Fungal fucose-specific lectin,Repeat,3,319,906,302.0,41,Pfam seed
,PF18647.4,Alpha-galactosyl-binding fungal lectin,Domain,30,109,3026,100.9,42,Pfam seed
,PF12709.10,Fungal Transforming acidic coiled-coil (TACC) proteins,Coiled-coil,19,77,1445,76.1,50,Pfam seed
,PF04082.21,Fungal specific transcription factor domain,Domain,71,559,19993,281.6,16,Pfam seed
,PF11951.11,Fungal specific transcription factor domain,Family,81,975,33399,412.3,14,Pfam seed
,PF10917.11,Fungus-induced protein,Family,13,53,583,44.8,50,Pfam seed
,PF05933.16,Fungal ATP synthase protein 8 (A6L),Family,7,48,336,48.0,51,Pfam seed
,PF01475.22,Ferric uptake regulator family,Family,21,129,2525,120.2,31,Pfam seed
,PF00757.23,Furin-like cysteine rich region,Domain,40,252,6284,157.1,34,Pfam seed
,PF15913.8,"Furin-like repeat, cysteine-rich",Domain,11,105,1117,101.5,56,Pfam seed
,PF13076.9,Fur-regulated basic protein A,Family,18,37,641,35.6,38,Pfam seed
,PF13040.9,Fur-regulated basic protein B,Family,29,44,1129,38.9,37,Pfam seed
,PF04632.15,Fusaric acid resistance protein family,Family,56,826,36965,660.1,23,Pfam seed
,PF12805.10,FUSC-like inner membrane protein yccS,Domain,36,308,10146,281.8,29,Pfam seed
,PF13515.9,Fusaric acid resistance protein-like,Family,162,287,21008,129.7,18,Pfam seed
,PF15993.8,Fuseless,Family,18,355,5400,300.0,31,Pfam seed
,PF13044.9,"Fusion glycoprotein F0, Isavirus",Family,1,436,436,436.0,100,Pfam seed
,PF00523.21,Fusion glycoprotein F0,Family,9,538,4395,488.3,25,Pfam seed
,PF01621.20,Cell fusion glycoprotein K,Family,4,374,1369,342.2,26,Pfam seed
,PF19745.2,"Alpha-(1,6)-fucosyltransferase N- and catalytic domains",Domain,15,603,7501,500.1,41,Pfam seed
,PF19036.3,"First Longin domain of FUZ, MON1 and HPS1",Domain,36,186,4705,130.7,25,Pfam seed
,PF19037.3,"Second Longin domain of FUZ, MON1 and HPS1",Domain,35,238,3943,112.7,24,Pfam seed
,PF19038.3,"Third Longin domain of FUZ, MON1 and HPS1",Domain,36,213,4312,119.8,20,Pfam seed
,PF09259.14,Fungal immunomodulatory protein Fve,Domain,2,111,220,110.0,64,Pfam seed
,PF20011.2,JAB N-terminal domain,Domain,6,200,1000,166.7,28,Pfam seed
,PF20007.2,FtsH ternary system-associated peptide,Family,5,78,361,72.2,52,Pfam seed
,PF19998.2,FtsH ternary system domain X1,Domain,7,374,1953,279.0,35,Pfam seed
,PF20000.2,FtsH ternary system domain X2,Domain,4,261,1029,257.2,38,Pfam seed
,PF19999.2,FtsH ternary system domain X3,Domain,13,96,1110,85.4,32,Pfam seed
,PF20002.2,FtsH ternary system domain X3-analog,Family,7,90,608,86.9,45,Pfam seed
,PF20003.2,FtsH ternary system domain X5,Domain,5,209,935,187.0,44,Pfam seed
,PF20004.2,FtsH ternary system domain X6,Domain,3,362,1045,348.3,39,Pfam seed
,PF20005.2,FtsH ternary system domain X7,Domain,9,526,3658,406.4,22,Pfam seed
,PF20006.2,YukD-like N-terminal domain,Domain,6,100,531,88.5,16,Pfam seed
,PF14922.9,Protein of unknown function,Family,24,195,3635,151.5,35,Pfam seed
,PF14670.9,Coagulation Factor Xa inhibitory site,Domain,121,101,4556,37.7,38,Pfam seed
,PF12235.11,Fragile X-related 1 protein core C terminal,Family,18,147,2255,125.3,56,Pfam seed
,PF16098.8,Fragile X-related mental retardation protein C-terminal region 2,Family,6,91,507,84.5,56,Pfam seed
,PF16096.8,Fragile X-related 1 protein C-terminal region 2,Disordered,9,78,687,76.3,61,Pfam seed
,PF16097.8,Fragile X-related 1 protein C-terminal region 3,Family,8,74,529,66.1,44,Pfam seed
,PF04186.16,FxsA cytoplasmic membrane protein,Family,202,149,22149,109.6,33,Pfam seed
,PF09538.13,Protein of unknown function (FYDLN_acid),Family,63,185,6873,109.1,33,Pfam seed
,PF05965.17,F/Y rich C-terminus,Family,98,104,8380,85.5,25,Pfam seed
,PF05964.17,F/Y-rich N-terminus,Family,124,61,6345,51.2,31,Pfam seed
,PF07078.14,Forty-two-three protein,Family,3,331,936,312.0,63,Pfam seed
,PF01363.24,FYVE zinc finger,Domain,129,282,9724,75.4,34,Pfam seed
,PF02318.19,FYVE-type zinc finger,Family,15,130,1766,117.7,45,Pfam seed
,PF01392.25,Fz domain,Domain,260,171,28764,110.6,27,Pfam seed
,PF04799.16,fzo-like conserved region,Family,22,174,3541,161.0,42,Pfam seed
,PF08919.13,F-actin binding,Domain,19,127,2041,107.4,29,Pfam seed
,PF18060.4,F actin bundling C terminal,Domain,11,97,969,88.1,31,Pfam seed
,PF01115.20,"F-actin capping protein, beta subunit",Family,82,429,20047,244.5,48,Pfam seed
,PF01116.23,Fructose-bisphosphate aldolase class-II,Domain,688,725,205220,298.3,33,Pfam seed
,PF12803.10,mRNA (guanine-7-)methyltransferase (G-7-MTase),Domain,7,367,2225,317.9,25,Pfam seed
,PF00503.23,G-protein alpha subunit,Domain,131,1206,47705,364.2,29,Pfam seed
,PF00631.25,GGL domain,Domain,34,92,2364,69.5,26,Pfam seed
,PF01585.26,G-patch domain,Family,45,59,2055,45.7,32,Pfam seed
,PF12656.10,G-patch domain,Domain,55,85,3356,61.0,36,Pfam seed
,PF15103.9,G0/G1 switch protein 2,Family,18,116,1860,103.3,56,Pfam seed
,PF01125.20,G10 protein,Domain,72,241,10543,146.4,51,Pfam seed
,PF18442.4,E3 gp78 Ube2g2-binding region (G2BR),Domain,5,27,135,27.0,71,Pfam seed
,PF07474.15,G2F domain,Domain,62,230,11528,185.9,35,Pfam seed
,PF02660.18,Glycerol-3-phosphate acyltransferase,Family,733,542,133203,181.7,33,Pfam seed
,PF04309.15,Glycerol-3-phosphate responsive antiterminator,Domain,141,192,24417,173.2,34,Pfam seed
,PF07501.15,G5 domain,Domain,291,109,21733,74.7,27,Pfam seed
,PF15096.9,G6B family,Family,8,245,1756,219.5,70,Pfam seed
,PF10786.12,Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49),Family,9,217,1867,207.4,40,Pfam seed
,PF02781.19,"Glucose-6-phosphate dehydrogenase, C-terminal domain",Domain,398,458,118202,297.0,42,Pfam seed
,PF00479.25,"Glucose-6-phosphate dehydrogenase, NAD binding domain",Domain,471,284,84947,180.4,37,Pfam seed
,PF10162.12,G8 domain,Domain,135,246,16805,124.5,29,Pfam seed
,PF01468.20,GA module,Domain,103,55,5657,54.9,29,Pfam seed
,PF17573.5,GA-like domain,Domain,15,50,746,49.7,42,Pfam seed
,PF04114.17,"Gaa1-like, GPI transamidase component",Family,55,776,27365,497.5,33,Pfam seed
,PF19976.2,GTPase-associated adaptor domain,Domain,30,64,1874,62.5,25,Pfam seed
,PF11620.11,GA-binding protein alpha chain,Family,12,92,1004,83.7,40,Pfam seed
,PF02938.17,GAD domain,Domain,19,110,1802,94.8,27,Pfam seed
,PF08887.14,GAD-like domain,Domain,10,116,1050,105.0,36,Pfam seed
,PF01590.29,GAF domain,Domain,442,407,64358,145.6,14,Pfam seed
,PF13185.9,GAF domain,Domain,210,312,29982,142.8,14,Pfam seed
,PF13492.9,GAF domain,Domain,30,208,3909,130.3,14,Pfam seed
,PF13975.9,gag-polyprotein putative aspartyl protease,Domain,261,191,24069,92.2,27,Pfam seed
,PF09237.14,GAGA factor,Domain,2,54,108,54.0,65,Pfam seed
,PF06217.15,GAGA binding protein-like family,Domain,30,523,9538,317.9,43,Pfam seed
,PF16828.8,GAG-binding domain on surface antigen,Domain,8,160,1200,150.0,34,Pfam seed
,PF05831.14,GAGE protein,Family,23,115,2393,104.0,41,Pfam seed
,PF01140.22,"Matrix protein (MA), p15",Family,4,126,477,119.2,43,Pfam seed
,PF02337.20,Retroviral GAG p10 protein,Family,8,86,670,83.8,33,Pfam seed
,PF01141.21,"Gag polyprotein, inner coat protein p12",Family,2,85,168,84.0,70,Pfam seed
,PF08723.13,Gag protein p15,Domain,2,123,241,120.5,84,Pfam seed
,PF00540.21,gag gene protein p17 (matrix protein),Domain,3,142,412,137.3,46,Pfam seed
,PF02228.19,Major core protein p19,Family,2,92,184,92.0,67,Pfam seed
,PF00607.23,gag protein p24 N-terminal domain,Domain,61,160,7787,127.7,24,Pfam seed
,PF19317.2,Gag protein p24 C-terminal domain,Domain,6,79,450,75.0,31,Pfam seed
,PF02093.19,Gag P30 core shell protein,Family,2,208,416,208.0,72,Pfam seed
,PF08705.14,Gag protein p6,Domain,130,97,4896,37.7,53,Pfam seed
,PF13976.9,GAG-pre-integrase domain,Domain,1083,217,73838,68.2,27,Pfam seed
,PF03276.17,Spumavirus gag protein,Family,1,614,614,614.0,100,Pfam seed
,PF16489.8,GPCR-Autoproteolysis INducing (GAIN) domain,Domain,92,356,20676,224.7,24,Pfam seed
,PF18619.4,GPCR-Autoproteolysis-INducing (GAIN) subdomain A,Domain,12,48,564,47.0,66,Pfam seed
,PF06990.14,Galactose-3-O-sulfotransferase,Family,3,431,1191,397.0,37,Pfam seed
,PF00337.25,Galactoside-binding lectin,Domain,49,260,6893,140.7,23,Pfam seed
,PF18535.4,Gal11 activator-binding domain (ABD1),Domain,7,85,575,82.1,59,Pfam seed
,PF03902.16,Gal4-like dimerisation domain,Family,4,69,222,55.5,33,Pfam seed
,PF01762.24,Galactosyltransferase,Family,14,235,2756,196.9,27,Pfam seed
,PF01296.21,Galanin,Family,2,29,58,29.0,79,Pfam seed
,PF17974.4,Galactose-binding domain-like,Domain,16,208,3047,190.4,55,Pfam seed
,PF10509.12,Galactokinase galactose-binding signature,Domain,463,58,23263,50.2,40,Pfam seed
,PF02052.18,Gallidermin,Family,3,52,156,52.0,60,Pfam seed
,PF01087.25,"Galactose-1-phosphate uridyl transferase, N-terminal domain",Domain,66,349,12973,196.6,30,Pfam seed
,PF02744.20,"Galactose-1-phosphate uridyl transferase, C-terminal domain",Domain,8,233,1426,178.2,39,Pfam seed
,PF17337.5,Galactose-inhibitable lectin 35 kDa subunit,Family,1,225,225,225.0,100,Pfam seed
,PF02140.21,Galactose binding lectin domain,Domain,74,110,5963,80.6,33,Pfam seed
,PF13802.9,Galactose mutarotase-like,Domain,313,114,21429,68.5,30,Pfam seed
,PF18080.4,Galactose mutarotase-like fold domain,Domain,28,405,6891,246.1,27,Pfam seed
,PF06064.14,Host-nuclease inhibitor protein Gam,Family,2,98,196,98.0,84,Pfam seed
,PF00304.23,Gamma-thionin family,Domain,23,54,1088,47.3,41,Pfam seed
,PF05908.14,Poly-gamma-glutamate hydrolase,Domain,26,209,4908,188.8,35,Pfam seed
,PF20052.2,"GTPase-associated protein 1, C-terminal domain",Domain,41,947,21184,516.7,24,Pfam seed
,PF20014.2,"GTPase-associated protein 1, middle domain",Domain,104,159,10814,104.0,22,Pfam seed
,PF20012.2,"GTPase-associated protein 1, N-terminal domain type 1",Domain,45,116,4587,101.9,30,Pfam seed
,PF20013.2,"GTPase-associated protein 1, N-terminal domain type 2",Domain,103,213,14164,137.5,25,Pfam seed
,PF17155.7,Gammaproteobacterial periplasmic sensor domain,Family,4,283,1103,275.8,48,Pfam seed
,PF17156.7,Gammaproteobacterial periplasmic sensor domain,Family,1,204,204,204.0,100,Pfam seed
,PF17154.7,Gammaproteobacterial periplasmic sensor domain,Family,7,121,845,120.7,49,Pfam seed
,PF17157.7,Gammaproteobacterial periplasmic sensor domain,Family,18,101,1750,97.2,26,Pfam seed
,PF11770.11,GRB2-binding adapter (GAPT),Family,12,159,1853,154.4,57,Pfam seed
,PF04410.17,Gar1/Naf1 RNA binding region,Domain,205,122,18007,87.8,32,Pfam seed
,PF16731.8,Glutamic acid/alanine-rich protein of Trypanosoma,Domain,15,197,2814,187.6,40,Pfam seed
,PF01071.22,"Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain",Domain,16,249,3141,196.3,44,Pfam seed
,PF02843.19,"Phosphoribosylglycinamide synthetase, C domain",Domain,956,246,87126,91.1,38,Pfam seed
,PF02844.18,"Phosphoribosylglycinamide synthetase, N domain",Domain,860,190,87229,101.4,43,Pfam seed
,PF13851.9,Growth-arrest specific micro-tubule binding,Coiled-coil,49,210,9777,199.5,32,Pfam seed
,PF02187.20,Growth-Arrest-Specific Protein 2 Domain,Family,39,93,2710,69.5,45,Pfam seed
,PF02704.17,Gibberellin regulated protein,Family,74,72,4470,60.4,51,Pfam seed
,PF04598.15,Gasdermin pore forming domain,Domain,14,255,3350,239.3,30,Pfam seed
,PF17708.4,Gasdermin PUB domain,Domain,14,200,2470,176.4,29,Pfam seed
,PF19994.2,GTPase-associated system helical domain,Domain,19,487,7231,380.6,16,Pfam seed
,PF00918.20,Gastrin/cholecystokinin family,Family,20,151,2444,122.2,43,Pfam seed
,PF00741.21,Gas vesicle protein,Family,84,39,3254,38.7,42,Pfam seed
,PF01304.20,Gas vesicles protein GVPc repeated domain,Repeat,11,33,360,32.7,42,Pfam seed
,PF03127.17,GAT domain,Domain,160,109,12365,77.3,24,Pfam seed
,PF00320.30,GATA zinc finger,Domain,56,43,2000,35.7,42,Pfam seed
,PF05349.15,"GATA-type transcription activator, N-terminal",Family,31,307,5539,178.7,47,Pfam seed
,PF00117.31,Glutamine amidotransferase class-I,Domain,96,315,18620,194.0,25,Pfam seed
,PF07090.14,Putative glutamine amidotransferase,Domain,5,252,1235,247.0,50,Pfam seed
,PF00310.24,Glutamine amidotransferases class-II,Domain,30,459,12588,419.6,45,Pfam seed
,PF07685.17,CobB/CobQ-like glutamine amidotransferase domain,Domain,68,260,12990,191.0,27,Pfam seed
,PF13230.9,Glutamine amidotransferases class-II,Domain,13,316,3544,272.6,43,Pfam seed
,PF13507.9,CobB/CobQ-like glutamine amidotransferase domain,Domain,144,426,37650,261.5,39,Pfam seed
,PF13522.9,Glutamine amidotransferase domain,Domain,34,209,4584,134.8,31,Pfam seed
,PF13537.9,Glutamine amidotransferase domain,Domain,270,193,32518,120.4,40,Pfam seed
,PF02934.18,GatB/GatE catalytic domain,Domain,442,681,132677,300.2,44,Pfam seed
,PF02637.21,GatB domain,Domain,93,207,13746,147.8,29,Pfam seed
,PF18195.4,GatD N-terminal domain,Domain,21,57,1124,53.5,37,Pfam seed
,PF07670.17,Nucleoside recognition,Domain,232,252,25896,111.6,17,Pfam seed
,PF08013.14,"D-tagatose-1,6-bisphosphate aldolase subunit GatZ/KbaZ-like",Domain,46,459,19390,421.5,49,Pfam seed
,PF04572.15,"Alpha 1,4-glycosyltransferase conserved region",Family,101,165,13176,130.5,27,Pfam seed
,PF06155.15,"Gamma-butyrobetaine hydroxylase-like, N-terminal",Domain,159,146,13589,85.5,36,Pfam seed
,PF02263.22,"Guanylate-binding protein, N-terminal domain",Domain,12,326,3230,269.2,44,Pfam seed
,PF18416.4,N-acetylglucosamine binding protein domain 2,Domain,69,110,6858,99.4,26,Pfam seed
,PF08363.13,Glucan-binding protein C,Family,5,368,1454,290.8,26,Pfam seed
,PF02841.17,"Guanylate-binding protein, C-terminal domain",Domain,23,330,6834,297.1,41,Pfam seed
,PF02425.18,Paralytic/GBP/PSP peptide,Family,2,23,46,23.0,78,Pfam seed
,PF02526.17,Glycophorin-binding protein,Repeat,2,38,76,38.0,76,Pfam seed
,PF18455.4,Gamma-aminobutyric acid type B receptor subunit 2 coiled-coil domain,Coiled-coil,3,39,117,39.0,83,Pfam seed
,PF17580.5,Group B Rotavirus Non-structural protein 5,Family,1,176,176,176.0,100,Pfam seed
,PF08481.13,GBS Bsp-like repeat,Domain,46,105,4086,88.8,31,Pfam seed
,PF12786.10,GB virus C genotype envelope,Family,6,436,2463,410.5,44,Pfam seed
,PF04189.16,Gcd10p family,Family,95,655,33066,348.1,34,Pfam seed
,PF08704.13,tRNA methyltransferase complex GCD14 subunit,Family,6,291,1480,246.7,46,Pfam seed
,PF14801.9,tRNA methyltransferase complex GCD14 subunit N-term,Domain,61,51,3101,50.8,57,Pfam seed
,PF07842.15,GC-rich sequence DNA-binding factor-like protein,Family,32,356,8281,258.8,25,Pfam seed
,PF02649.17,Type I GTP cyclohydrolase folE2,Family,203,400,54402,268.0,34,Pfam seed
,PF05165.15,GTP cyclohydrolase III,Family,4,261,979,244.8,37,Pfam seed
,PF13324.9,Grap2 and cyclin-D-interacting,Family,39,406,10570,271.0,25,Pfam seed
,PF07802.14,GCK domain,Domain,27,83,1965,72.8,46,Pfam seed
,PF03615.18,GCM motif protein,Family,14,142,1949,139.2,62,Pfam seed
,PF12074.11,Generalcontrol nonderepressible 1 (Gcn1) N-terminal,Family,80,438,28245,353.1,29,Pfam seed
,PF06320.16,GCN5-like protein 1 (GCN5L1),Family,36,114,4088,113.6,39,Pfam seed
,PF18229.4,N-acetyl-beta-D-glucosaminidase N-terminal domain,Domain,3,79,235,78.3,47,Pfam seed
,PF15328.9,Putative GRINL1B complex locus protein 2,Family,32,278,6569,205.3,32,Pfam seed
,PF14609.9,gamma-Tubulin ring complex non-core subunit mod21,Family,2,676,1224,612.0,24,Pfam seed
,PF19340.2,Gamma-tubulin complex component 6 N-terminus,Family,12,389,3845,320.4,48,Pfam seed
,PF04551.17,GcpE protein,Family,367,999,138705,377.9,44,Pfam seed
,PF04130.16,Gamma tubulin complex component C-terminal,Domain,229,744,77823,339.8,23,Pfam seed
,PF17681.4,Gamma tubulin complex component N-terminal,Domain,166,746,53160,320.2,22,Pfam seed
,PF02155.18,Glucocorticoid receptor,Family,7,396,2588,369.7,53,Pfam seed
,PF12550.11,Transcriptional activator of glycolytic enzymes,Family,116,141,9275,80.0,27,Pfam seed
,PF07750.14,GcrA cell cycle regulator,Family,7,194,1138,162.6,37,Pfam seed
,PF03074.19,Glutamate-cysteine ligase,Family,97,590,36767,379.0,48,Pfam seed
,PF04107.16,Glutamate-cysteine ligase family 2(GCS2),Family,12,326,3501,291.8,21,Pfam seed
,PF16647.8,Granulocyte colony-stimulating factor,Domain,3,152,450,150.0,76,Pfam seed
,PF01597.22,Glycine cleavage H-protein,Domain,13,131,1597,122.8,37,Pfam seed
,PF01571.24,Aminomethyltransferase folate-binding domain,Domain,60,384,15596,259.9,29,Pfam seed
